x_0,x_1,x_2,y_0,y_1,y_2,f_res
6.5690864573824586,3.247101172645155,7.726214295771816,0.6159701651612809,1.0897607672794758,2.2408530863892158,59.12819100705518
6.240734611216923,1.044080203421741,6.177517686649283,2.449530225226777,1.0743743171746891,0.1460244058494096,18.814843633310595
8.477289155111244,4.989024017679364,8.519761578774252,0.4149035066309062,1.1103537865235449,0.7931220336725827,38.05878541334504
0.5368685404029677,1.3356078274912715,3.793354551763366,2.4420266592018054,2.215643161300645,2.847359914940732,30.703133087236267
6.21468873653088,8.827628575235838,7.372512434843078,1.4199146564520428,2.125400955724708,1.036907848504712,51.81208449395879
8.301577671118945,7.262261580884467,4.473317148054061,1.967005837615844,1.00575997624291,1.0764796747301055,34.46235511199985
4.281148597688772,2.940477060427713,6.961847730919126,2.992165857827461,1.0307098031889232,1.4246356770200754,30.157716240145906
3.0455162188751106,8.018490976450224,8.40451640258837,1.0938167379093169,2.445839456988264,2.567282890317004,86.0419780679212
5.416945247432229,3.2758874775396487,8.356934530191722,1.0173140021974227,1.6827449450901215,0.9637144795549776,37.14412261885083
6.575649835837499,6.774270194592679,3.949915998149993,0.793117398237778,1.2279760665460344,1.159334708884468,31.910690623383264
1.0103633501895772,4.457054251701551,0.9038686556818574,2.687283994729067,1.2972744047268558,1.919025677396874,15.678062971833455
0.9776545178240208,7.273096790061164,1.6254872774104436,1.7814816050881352,2.821939816812998,2.8631553789847666,52.480691691891174
5.7353515907298505,2.539754364255942,7.826227182613343,1.7947821395254748,2.937223562399753,0.9269515244406576,49.36035564305864
0.3809584928003376,6.576639759248773,0.1608198344740414,0.132310879878764,1.9176655403126164,2.682488454895996,33.11098565393095
0.4294204699806868,5.2056931160019975,5.402399040051016,0.43984652776119,2.928110637050426,2.905145148248667,60.55907140098387
2.873447843495644,2.9503497274739505,4.368846133470264,1.726743684142653,1.0126880462510872,2.8099187911597188,34.18564756008665
1.900849603543641,7.464960199463138,5.250294584500993,1.1989080604340308,1.292373781555648,1.4740602966065683,28.465542354547456
6.986212639061832,8.542696065196978,3.7059252644727394,1.8773116520733453,2.7229669818173727,2.70495357109902,84.4418060162065
7.175171921394235,7.364785583568938,7.60774994907459,0.3268997839983317,2.460794144037835,2.1557890431547206,84.93217906995392
1.5460948714042888,3.554643922069829,0.4428455779681848,0.5575152102828248,2.031527205140298,1.0537503188412334,16.026177280574515
1.259985303206396,4.590279076158766,2.549628598914447,1.814445312902676,2.93216934450616,1.1461261755883476,33.10241949297465
3.33038850953752,5.044883329315522,8.563308351765528,0.0679287228999859,2.7038725650471287,2.663896494676329,90.95595304072273
4.7667748648806265,2.728515739668208,1.9702698048516305,1.639670845444611,2.4315082221763493,0.4934290692723052,19.339628485408902
4.881285284957553,3.204319385914469,6.878870522338401,1.6629781579489933,2.712859927143128,2.6339909919194557,80.21407761534569
3.421116300605131,1.1668114036720585,0.3209306902588372,0.3303163123672249,1.7876718332036323,0.129540271517218,10.487087667499871
3.88491250069606,2.85434981325045,0.7863944916453736,2.8854259588227418,1.267001012906055,1.1043455528290471,15.322980760760096
3.245955669503223,4.611968305337781,3.596707986959397,2.9027963943186643,1.4312219732441351,2.6560197123403717,39.19287974304563
2.470654375774056,5.4907960174811405,7.783427606273218,0.1280032131241,2.262551199211854,2.2003365163297413,65.68268563665558
5.586235133366062,2.6063934721041564,3.247899602051108,0.0299940088521825,1.2164912775530847,2.639960310998081,30.44184132839235
2.423727728441069,5.097790215867707,6.209262010775323,0.785771021025458,1.2109464881295753,2.5285278475157944,52.396797716869315
3.7675535766213737,8.825248951563932,5.900690856022193,1.849157905194939,1.009262689774164,2.6175978153706527,66.8999149813535
4.613404356613316,1.9282880039720969,1.1176722460749011,0.946585710630035,2.4889612521893114,1.4667983958210715,14.961892003084891
2.7354026968627174,5.140179159508686,1.8201771935584208,1.5643136251871108,2.541387605928741,1.4307323834602357,33.302636444253906
3.0082137672963443,1.3469328781240977,0.3814252432293824,1.545104870834619,2.784305319253716,1.453301068665216,16.8842855998142
2.184144756801976,8.655541954729326,5.737759072929423,0.7387919090839568,2.183458180463478,2.3820491597638487,62.21958610862758
2.3770855277832244,1.025282458477573,3.591562484019124,0.8066287651833497,1.1355533515381755,0.9501503915271108,11.908304761339288
2.0454899062942298,7.2673293799264735,4.215274446729633,1.0418594887862338,2.5721086782541844,2.733829194920502,64.05434206280957
2.6308249129824977,7.344997301016973,5.821181667444564,0.01528199976966,1.9164113655993615,1.0495681836400537,38.358493227390866
6.34240032533889,8.452396527498134,0.8776051238625262,2.2490566621651977,2.673650002806104,2.217980778014761,58.89246131257154
1.3007362560562752,4.992708568039292,7.840639021335832,1.093220421643665,2.9371160674158983,0.1609609749831232,39.89589286662279
5.571169724660771,3.105613869319967,7.465114865248235,0.8073376530467995,1.0443068113781335,2.524092771713553,64.8573842907462
4.486977578893697,6.124422865364785,4.387809067672567,0.1513780795666994,1.502041112923196,2.367727318856431,44.79020452106893
1.7107328372823605,5.615943250995724,8.32720776247442,0.7241423205032397,2.6257969093699947,1.8356877131856888,88.45204401143687
2.947625212985897,1.1190307498687382,4.569110477207431,1.0100570968919025,1.2635456544201653,0.8459895621051873,16.354845065526064
2.9807033313359588,2.6684092781830904,5.772045745033552,2.805879715256601,1.0680710520648071,2.3260652017019567,41.134837224005835
2.7673899712799908,7.856994743371071,5.740018969769319,1.9710368182803,1.772052829996276,0.2237781644716782,36.623210793013484
1.0089249026805485,5.447595336136386,1.6165424865762956,1.9427965303367365,2.941737761733619,1.1138814633531586,29.659487642400286
5.059815312475427,2.1230898265428566,0.4406898846021061,2.369488384058648,2.1366357156205726,0.6751506210252938,15.285878576937094
5.507048728308798,6.487197511855438,7.38710271734002,2.921079269320585,2.580764936861139,2.414273294257344,91.73642032425785
1.4660736409080464,5.362248126597134,8.120029961650438,1.8837799853497668,2.215783599151769,1.8799448411422688,66.66559954920028
0.4818371682318582,7.688085948436181,0.8843339446439835,1.6634732373488048,2.967065792374041,1.898094947207521,46.28996155446171
4.322756270574907,8.513079033652598,6.142449631448585,2.3590753981954418,1.5501701641997676,0.2817113813730306,45.14093000229663
3.49937745748652,8.35869619534127,8.267717033616835,2.394372383552864,1.0112298316330148,2.9558707220644367,82.19419470488228
1.2131955670946757,3.692700868317746,0.6219470774448279,1.9680711390068817,1.1063584526350263,2.18868511654303,13.007789078763864
0.9157553080849936,7.813070341188937,4.299339016786193,0.5002439045350927,1.0012710881178877,1.5990357556774657,31.75178527392816
8.832560879525925,6.224393840494424,3.220101533329245,2.871520187527325,2.1142477965028013,0.4950187449015197,44.09879352959201
7.205779388707137,8.684373239451036,5.814002306116166,2.800353661866964,1.334557819374018,2.7585925301188485,73.82701172186488
5.510102148008127,1.0582865364762446,3.969059939008659,2.07722933541657,2.5063632352696508,1.2330024929840806,29.360630181104543
3.8307262875786017,8.929188243610414,8.539835760828199,0.7989581593322338,1.9709770879308848,2.020530985482589,91.28335316741396
8.40490218676984,4.072555911978537,6.019984374574108,2.812090963648723,2.9299084213199644,0.5358821704242781,44.91456654204289
5.1421460751630494,8.413865208369817,4.65212414089026,0.2856612607548924,2.903516404122111,0.2704517926301019,45.47887542105659
5.377661850016488,3.0880910936806467,2.915715656973009,1.9093392854815128,1.734400350258763,1.5077690456940045,32.63815446336401
2.477842360756983,3.470915949847403,0.6295655994824084,2.1487895902146725,2.5323209106716247,0.8851020864142402,19.5415983781628
5.093823042633439,5.514403373066854,7.034302029274756,0.3807274481176828,2.161092161921693,2.6147312573499426,78.70235374335938
5.927509141076557,1.9915502606650728,7.621742138321113,0.4559225085598973,1.5187796085096987,0.0338600719879296,35.51097177872117
6.77128289983936,1.9794090808144604,8.831694491848143,0.2267671870216951,2.935025943621685,1.75216001288088,80.56771728007179
6.286646119463185,3.928572629915469,0.3455807493023789,1.1218134854791706,2.8067459427153465,0.6306236935220052,26.645621050994052
7.942805747062064,3.2759908782553904,1.5176799969380368,2.025109286120336,2.901486140627201,1.0416369400058894,28.125487069251363
0.7670198724831998,2.083334254659139,6.361713573212296,2.523696880201096,1.558090173869355,2.8786461899500853,52.22136446843071
8.329263223766372,2.497956667621822,2.7645990320395453,2.4307742243995123,2.9402312082169964,2.249698722175536,38.195974812592006
5.268588997632333,7.448437601096793,5.709636120575544,0.1919581911144955,2.687909823024894,1.153535410016831,50.076123256246895
2.829342096023818,6.1899198743116095,1.9950283025203757,0.0006156674937976,1.4497761470989086,0.2757280649866372,18.277566510125638
6.897367154498087,4.326367671760193,5.646464369140607,2.191745328912167,2.6067139481704302,1.7828926118521646,61.55293620145887
1.106391276426263,7.333853559811375,6.894835307538091,1.525943738528893,1.3879569506173723,1.172930333884623,31.197574873364676
1.2667170993090306,6.349127650936916,5.473758093783543,2.882570598617206,1.4843824126713736,1.137303414590144,24.501862359086502
8.962583390334824,3.761195533805619,3.96330743995934,2.1916443605112423,1.586320017238032,0.8047490845016748,33.01371563218696
7.383012098849647,8.773479518562194,7.77195302166451,0.5687005106678966,1.3387127245322423,2.1905630211792158,78.97422780216189
8.520915733726206,1.9168622469399423,2.753721572469865,1.736987932758376,1.239166288584733,1.5360642125981834,27.886685184062518
2.377330821832218,5.354343420444646,1.1164584104499604,0.635500674949455,2.622579883378296,2.479554329062432,33.1127762023269
3.8494296675844746,6.121959075302008,5.476092956401096,2.66599529758704,1.3585055144962184,1.989110986798924,45.248833627757435
2.8462419438257607,1.0919030111658783,0.8099253715797782,1.6141459460126566,1.482216431711092,1.8212248651933096,9.946311159277826
8.484069751281972,6.68014422616215,2.8692432709030924,1.3202257669785833,2.815107927372182,1.4614053033258765,49.002650627569565
8.510088286367631,3.55213605879872,6.2576865305002745,1.4172506206431823,1.675902521672096,1.1496981209049817,28.996409087493177
7.037348054466018,8.30491144512526,6.856812385309048,0.9802732314243652,2.147943468591591,0.1235716785240825,43.13292452346791
0.2831029502669249,1.1325609006771753,4.073629380709581,0.7785350992671459,2.2216893393412955,0.5539609123304842,15.895376351687034
2.090585750720856,7.465467193453962,0.7389024166314075,1.8206062565346208,1.07588388517956,0.467742626964049,19.686822489738724
6.266477932392752,6.769646877518482,4.546600102988206,0.6336436639261279,2.1455064354252555,0.2475244255339924,38.002008664107194
3.5159194533414126,8.252152146850012,6.520161380071173,1.8667650352656529,2.216824362522521,1.7236911014134169,77.94796480538768
0.8940371289254966,1.5682766261518235,0.8509655931106679,0.1621870239299999,1.2699830885436338,0.4964697828954983,2.387332304490293
8.750749096482608,8.958456236597382,1.2077785234454192,1.957774640269131,1.4744586107006867,2.2000091462463813,39.01832393041609
1.2881462843870994,2.37218900316595,5.487290020120183,0.8969400974019865,1.6358316968274864,1.2406275023682454,17.55633122151618
0.857425500997688,1.721295731422548,2.968909335148148,2.652748484328098,1.412203003461985,2.2552333864318674,16.606336880569522
5.06631504140355,2.140499608531868,0.0542014991986905,2.139210052165025,2.791792532512406,2.380983503836464,27.02983141596097
2.068839453412007,8.170327593573191,5.365825962335694,0.675039160014997,2.710161456873624,2.125267070755669,66.85395009531797
2.841658554752476,5.088019721303255,5.911745026528546,0.2650612009412186,2.033365496252925,0.4820545115836372,26.970240698356594
2.9731119035903832,6.241650651584514,2.1963514394352077,0.5848763923321186,2.316700740309507,0.3121689417937917,26.211449411885557
3.988028299808274,1.6037987006582697,8.611792707966346,1.1296812937384892,2.945920699611565,1.902922367788996,78.59946133262864
5.450623907784018,2.327670747772956,0.5254141247553261,0.2704053315646156,2.5434481488979666,0.2791217565196644,17.782589946937776
7.504195767629512,3.698565260395052,2.818739292266464,1.080828130225627,1.855744073163476,0.7052777743313997,26.111464648930053
4.205865988358209,8.788917391845192,2.6705072113853108,0.9978086741825226,1.2556197653286305,1.5667840103375332,38.092089242885606
6.113692153904607,6.912982312296179,3.8520096058067774,1.0669738400913544,2.1459536332861635,2.4170878575447743,51.59692424681623
6.565898763215184,3.055284160045161,3.510616120886191,1.4459911395774576,2.1737384072239703,1.4183731847226535,22.77008504598633
4.082819712757729,6.13127931914757,7.865202668748703,1.8478146049742483,1.440910573835786,0.0087564283960115,36.04139004089329
1.084713813203151,2.9699690202055367,4.949511446847044,1.840011413727862,1.892179711503654,1.9280569832528849,34.5179393771581
7.972151286492234,1.1556940351966023,4.8390550812854425,0.634122854219903,1.843346902554159,1.211792486245721,25.15860777181372
3.415823034579649,2.907268580344879,1.4191568682544138,2.585004197640249,1.6663494891579025,0.7001130352925905,19.63231174195701
8.17369357327225,8.039992820844494,7.391481949452877,1.143595920376321,1.3706308640466125,0.1513532956371861,35.96381051293052
4.278533528251124,4.634206440290585,2.331878721596872,1.743668132553485,1.4607593551705562,0.4892215186263718,20.014643650817863
5.961677147528752,7.2386904980194755,5.388338470158707,1.5687633508267385,2.883614873219843,0.7931509821343318,55.51800563520355
6.7961035609972,2.61341201618501,5.4757805478135575,1.779188238686488,2.3039862984139177,1.8707088152293856,44.539854455692215
