PS:PAN ratio,Feed rate(mL/h),Distance(cm),Mass fraction of solute,Mass fraction of SiO2 in solute ,Applied voltage(kV),Inner diameter(mm),wca,q,sigma
0.6531580006120951,0.6700259680857394,0.6176815117234572,0.9944424410843564,0.1017628447847125,0.7624470386071732,0.714098094156036,141.8850555419922,59.02545928955078,0.21297526359558105
0.7671968522030391,0.5662758838121184,0.9264494286589368,0.9725691384841316,0.2363352588565876,0.9650920955923422,0.9214631207887174,129.59359741210938,97.20389556884766,-0.21285806596279144
0.5271090457689995,0.8094439341495663,0.5080771462398331,0.851014636122047,0.4445667546038241,0.8378494226384336,0.3541046171571993,163.74667358398438,116.04683685302734,-5.996728897094727
0.7629779253114343,0.385126160584493,0.7975100805422011,0.835383332955057,0.4155297031494993,0.8651290934945766,0.721076032116187,149.25482177734375,87.83395385742188,0.7351253032684326
0.908059261672703,0.524454702365678,0.7543031610619719,0.7570477336618651,0.4221182664343862,0.5717931139682755,0.4005477517455404,162.2377471923828,73.43984985351562,2.1796255111694336
0.4881340663876728,0.5776502098502864,0.5215250967577061,0.7091711877090371,0.4751923865392064,0.7153618397180362,0.9872619215274068,159.51254272460938,33.525611877441406,-5.345524311065674
0.9897022922118188,0.8598963955241449,0.6091091549289325,0.7211613382535387,0.1670466995091918,0.5963314111129345,0.330187227953949,132.40158081054688,33.791805267333984,3.357095241546631
0.7962155513122797,0.6162746838108819,0.9356200821090574,0.858859359115427,0.3634123202425332,0.8737212200078428,0.4512333012275937,157.81216430664062,85.06927490234375,2.630946397781372
0.4295961169195126,0.8478560264510863,0.8008246156511938,0.907035642760335,0.7716363762390785,0.8025534136666826,0.7701354991499023,136.18772888183594,31.527408599853516,-8.11327838897705
0.9262290157217404,0.7550885576246409,0.6856668857430477,0.7549679884157284,0.6914119418502191,0.61703199123104,0.3753730798045601,148.0264129638672,30.959016799926758,2.062013864517212
0.6634729676802338,0.986338232035223,0.8493988297745774,0.8769306149651632,0.3745947881829174,0.7411889672367078,0.9615326719821856,147.3984375,18.591522216796875,-0.7924478650093079
0.8629676842584016,0.7121881754049582,0.7028949179081969,0.7995139898015362,0.2926879020784151,0.6915061584777686,0.6952080522170654,152.76263427734375,11.966824531555176,0.09348002821207047
0.9389717965382024,0.4641626994114623,0.5247124835605721,0.9476655126379684,0.727804384850874,0.7227714034612889,0.7522899974742223,139.23867797851562,-13.207637786865234,-2.085221529006958
0.9635770467106272,0.5426441767909799,0.7643093088867186,0.817417050532873,0.4961839833101556,0.8703856491899835,0.5398681558336648,153.52691650390625,51.57033157348633,1.6841319799423218
0.6101416979771428,0.7924165203069479,0.5808198025138219,0.6958342530244771,0.229901271888244,0.7369903671753404,0.4932533658505713,151.46560668945312,37.100975036621094,0.9854883551597595
0.821784744780309,0.6926333321936538,0.8779237922408428,0.8241548186577562,0.7785227724067334,0.8702856815031745,0.3721269578696474,148.03573608398438,88.55728149414062,0.17074228823184967
