PS:PAN ratio,Feed rate(mL/h),Distance(cm),Mass fraction of solute,Mass fraction of SiO2 in solute ,Applied voltage(kV),Inner diameter(mm),wca,q,sigma
0.4987434929941696,0.9954199030438377,0.6524604785462715,0.808112824949944,0.0801924608828828,0.776514483535574,0.7812765208426649,151.12302319745532,50.680435288662444,-1.183532094501629
0.4508869317009697,0.5016665236962286,0.583747130045794,0.8330085794482296,0.5168418445356359,0.7636625637318245,0.476425288387911,166.2467528476343,109.24447876504543,-4.848307057690409
0.6458333534270587,0.5275675995621236,0.5938743269240787,0.818934826121632,0.6912333647335261,0.927710237241854,0.6789309617348465,160.86381684355865,121.34456605876817,-6.970327842024359
0.921510358119572,0.4086532756418174,0.7554665936072043,0.9344666767888684,0.6210243336329,0.7252651503708042,0.741607206547231,151.32073056304176,12.344314708920955,1.0961636764652094
0.847957390836672,0.7082655734952117,0.8408294993661722,0.8172949718673583,0.0049025613721842,0.6969701144289218,0.7104241175239978,147.5123396664974,51.47893716802812,2.0484022948019973
0.8205056220097351,0.6620624711945107,0.9591654976373244,0.7409173490224581,0.512250908433345,0.9396589631948375,0.6377957697907117,148.15873049410965,81.67553646074037,-0.9918760249674863
0.5143327929165259,0.941073601592146,0.7786187063756072,0.915286040743137,0.7657582138867292,0.7647351080449475,0.3685490849098845,136.66351984497413,70.7766518245446,-3.963849102695369
0.5105780623068156,0.6209286770641,0.5966193775795308,0.7369051597281185,0.4643222312613276,0.5841657216542776,0.6552816883209713,154.8028193960114,35.538825640750545,-0.8170147607020242
0.5296024748780129,0.7311709500580152,0.5980346820517238,0.9412724008355604,0.8383132649223322,0.9321491639473108,0.5274343479308439,151.45661233228202,136.50950911430562,-10.945049466533105
0.9536858885595704,0.8631600065996425,0.7965472990787672,0.7574600868857193,0.4888459653083488,0.922091601841024,0.5566862536565148,147.47280507311956,44.955589399032334,-1.8324143434418563
0.7690674804671509,0.6578811495268472,0.5994151247337246,0.6973354316932387,0.1529458709146097,0.8720036679793937,0.7469984426567431,153.25901222615198,85.66359493055843,-1.2350898308241862
0.9094724256816676,0.7479020093221423,0.5940951472134623,0.7050531658292533,0.401289910545155,0.8227022825263679,0.9509455726151756,144.6547980163972,5.422555422804173,-1.9803902749364983
0.8688312122408841,0.8076647745579576,0.8847020383219144,0.8968962332812639,0.2233031583013194,0.81609324860656,0.6107174822633578,148.7182580152223,42.968539171199964,0.8165729026422697
0.6969054028627858,0.6366248453871854,0.6685890487558663,0.6980084439902606,0.1908352130533485,0.9334379164234105,0.9154697103205016,152.56280287159672,68.86276652425815,-1.5189866269719854
0.994313194269576,0.8742709639752886,0.8832495904620645,0.8489299028882807,0.5281614522522259,0.7874194845219358,0.6824580485425025,146.42127323191457,-7.814918676089086,-1.840649722029742
0.786818740198355,0.942622679289908,0.5533560894338326,0.7191907851791762,0.3869948688990551,0.674637618110097,0.5100257689152582,145.53163727660942,32.064564441755685,0.7208454254011567
0.6636721141341337,0.5356325933865159,0.9777946552642052,0.8912817130530051,0.7694547487557435,0.8931860894241337,0.8634162277593336,128.5901664151038,70.68866474892435,-3.7208920460092543
0.7990318362263442,0.85885771279966,0.780547629354956,0.6719125532909299,0.7105630765075399,0.7726617482927938,0.8029655730400516,147.52379250135297,-17.465969582131052,-3.599611320564726
0.6225545640957195,0.6666292752233003,0.5886314301308394,0.9597225023885688,0.0196516054444358,0.8047372176506674,0.916042159252514,141.49818135992336,65.70099467136662,0.39442942705845185
0.7884548662271821,0.7310450128180537,0.5714521972581763,0.9265369760024816,0.8397493978366756,0.8249549415606878,0.7020697750751458,135.18900166567857,17.15407595252949,-2.6700124624853276
0.5712381072389867,0.7771970676096573,0.8787918745245937,0.8943164805384353,0.2196757123452365,0.866516615746145,0.8225316121406148,139.7695174351802,94.00911315339944,-3.038455904993471
0.6521693243556346,0.4507685476897047,0.6879963825886285,0.9853473364686548,0.455240456167502,0.8669964418532654,0.9893484202116762,141.4217575508454,93.03520463455473,-5.081239684363144
0.646818567125443,0.4051888783880321,0.835567962959987,0.8232375797770183,0.4945524729972063,0.7096250335430774,0.3333691860461474,164.4496692156344,105.13095049286215,3.1310862933319017
0.6408884920682099,0.5472653301462066,0.7700839131782504,0.9302029210666264,0.3778190982110974,0.6171591442784982,0.8644985928744323,152.7169348480905,32.18830727837359,0.9608607142024157
0.702597683821776,0.3621867551345002,0.6291037092761368,0.944237199598316,0.196781398363212,0.8561755148052246,0.5578986621387364,143.79229117071998,100.36431863014653,0.37107007840763684
0.947017834498703,0.910632812645216,0.9253294348383588,0.694435014687155,0.935346195758844,0.9291592941342504,0.8684424471201175,106.46336159687613,-46.21383636715248,-6.1877478076677574
0.5361126365773423,0.5044414242857966,0.6147352898997045,0.8743294184137222,0.09463290632341,0.8949810290861868,0.7567573695786648,153.11099033466533,126.00457732923182,-4.136038011268537
0.4551996884224364,0.892627082263888,0.803043994686574,0.8316356031129133,0.6924967325644976,0.5756069513201124,0.6344511334297487,139.03315326991455,6.773541131081906,-2.1574748811997266
0.8734132781779409,0.9324397200903194,0.5925430839910866,0.7342387249616611,0.4427344317822411,0.8386149684384567,0.6909376864523875,143.67103504031607,7.3788198262846265,-0.8540411854153312
0.8202751682152464,0.7397501069391067,0.5087630520737265,0.907738017093628,0.3410994717256274,0.7883022124889032,0.7920878823719577,145.35234472208677,25.152074964633325,-1.1918360021884986
0.4522141450343356,0.4554441357198839,0.7750703557147116,0.9691045855919168,0.5151636873623168,0.698124552356037,0.982881287544292,146.5773105135358,41.28762010072508,-2.8228980595386286
0.568057744164187,0.5270108607866475,0.9453380808469756,0.7721618968473629,0.8015353771222155,0.8223155265328108,0.9390164107641888,127.32209732317787,55.87407005477426,-5.394864334656985
0.7771828516876071,0.6681069728368227,0.6119791910209366,0.8729813346832033,0.100718921214687,0.6992014938988498,0.8185987746780453,140.7236202961774,35.39550658383328,1.7992045311946563
0.6219186118948299,0.5951334060989948,0.8134166865734,0.7193889533090027,0.177023802559649,0.9439321261852224,0.6376195683687087,157.19454843830417,98.50458352941943,-1.0965461473048923
0.6380529246908644,0.9639368238309644,0.9250409180726265,0.8982718064366413,0.3849208457098934,0.7144195780221052,0.3334949854178039,150.18852915900072,57.25821436729451,0.8933809126668111
0.4697283179533884,0.3940423514768028,0.6419031167834729,0.777263478019303,0.8767400946905415,0.7596848151617857,0.5094044297257749,162.99469108063724,115.32641525085452,-4.65603198700861
0.545287603462794,0.9415312903715656,0.7425032742720118,0.769465491775291,0.4447191703007445,0.6955759398087419,0.5426624809118978,152.7872767607309,44.23786986138106,-1.6363291482533946
0.4584299254928753,0.5123331996087161,0.8716510644419129,0.8800167265038762,0.3208748144078065,0.759024676406054,0.7610986093992584,141.70851583864294,62.58198003520788,-0.4672121863325325
0.7469875635482277,0.7377184123192841,0.7025265906276534,0.6722949233665054,0.5950684222028222,0.8691105156603574,0.5072535427490156,149.77881449660882,83.94791073102225,-4.366423350663072
0.723833264670065,0.7981798316871007,0.5144976242605332,0.9542531532432976,0.4462949119205073,0.9096360572535775,0.4939965952447391,157.7296640284154,91.64606043319338,-5.084845927790744
