d,b,dia_top,area_top,n_top,c_top,dia_bot,area_bot,n_bot,c_bot,dia_side,area_side,n_side,c_side,n_circle,elastic_modulus_concrete,poisson_ratio_concrete,yield_strength_concrete,density_concrete,elastic_modulus_steel,poisson_ratio_steel,yield_strength_steel,density_steel,A_total,A_concrete,A_reinf_meshed,A_reinf_lumped,cx,cy,Ixx,Iyy,Ixy,Zxx_plus,Zxx_minus,Zyy_plus,Zyy_minus,M_cr,d_nc,I_cracked,cx_cracked,cy_cracked,is_cracked,M_ult,Mx_ult,My_ult,N_ult,d_n_ult,k_u,EI_initial,M_yield,kappa_yield,M_u_curve,kappa_u,row_id
700.0,600.0,7.333333333333334,42.23696789826278,7.0,50.0,9.444444444444445,70.05557692032795,5.0,40.0,,,,,32.0,27500.0,0.175,90.0,1.975e-06,200000.0,0.32,600.0,7.7e-06,420000.0,419354.0633550554,0,645.9366449444107,300.00000000000045,349.7142337098559,481734227922722.75,349844737706691.6,-2.5,1375260642260.0083,1377508209524.0044,1166149125688.9739,1166149125688.9702,156818283.75634688,69.79908409924953,25898159278427.688,300.00000000000017,630.2009159137248,1,145510025.35361516,145510025.35361516,1.862645149230957e-08,18.67154135218152,10.055506634652218,0.015345410720080785,481733638658645.3,120433409.65299784,2.5e-07,77090723119.47934,0.00016376985368624452,0
1000.0,100.0,13.666666666666668,188.88888888888889,4.0,10.0,11.555555555555555,104.87489549761482,3.0,50.0,,,,,12.0,20000.0,0.2,90.0,1.975e-06,210000.0,0.28,600.0,7.9e-06,99999.99999746225,99011.86872477987,0,988.1312726823994,50.0000000002291,522.7317865487266,207771707804347.75,1758262255162.912,-246.703125,435335314501.43427,397472878349.5936,35165245103.41937,35165245103.097115,62217520.384523325,144.19160634303583,35590149951523.44,50.00000000104252,855.8083733384768,1,130351967.44270843,130351967.44270843,-0.0014320334885269403,12.91110097674391,18.633498154580487,0.01973422962870662,207769003272919.03,135049851.75441226,6.5e-07,17029241033.76294,0.00010324702393459173,1
100.0,500.0,13.666666666666668,144.44444444444446,2.0,10.0,13.666666666666668,100.0,8.0,40.0,5.75,25.967226777328133,1.0,20.0,8.0,42500.0,0.225,105.0,2.5e-06,200000.0,0.32,400.0,7.7e-06,50000.0,48859.176676035946,0,1140.8233239640297,249.9999999999999,50.53490231312821,1824870738722.8398,49649764230163.44,0.03515625,36892088039.02083,36111096592.51812,198599056920.65366,198599056920.65384,2873163.471368323,21.62467060826083,235533334728.2085,250.0,78.37532422361642,1,17010760.485737305,17010760.485737305,-7.450580596923828e-09,-30.229709548457322,11.337123927420759,0.21323744020902172,1822911920006.4746,0.0,0.0,2635007835.454233,0.0014976370761365342,2
600.0,300.0,5.222222222222222,21.419068431419294,1.0,10.0,5.222222222222222,21.419068431419294,2.0,50.0,20.0,250.0,10.0,10.0,16.0,27500.0,0.225,90.0,2.325e-06,205000.0,0.31,400.0,7.8e-06,180000.0,174935.74275542126,0,5064.257244578589,149.99999999999977,302.89994955726326,166908334581764.38,52284951961093.36,0.3125,561791673656.866,551034540698.1005,348566346407.2885,348566346407.2896,62730871.849106885,169.47223121727725,47049417105704.81,150.00000000000003,430.5279249328893,1,478967217.33391666,478967217.33391666,4.7497451305389404e-08,-14.321040895891201,85.45023141732348,0.1561051625142923,166887920232180.2,425564197.0076166,2.5499999999999997e-06,25552333229.844707,0.00017373818420704789,3
400.0,500.0,13.666666666666668,211.11111111111111,10.0,40.0,9.444444444444445,70.05557692032795,2.0,20.0,,,,,16.0,27500.0,0.225,75.0,1.8e-06,195000.0,0.32,600.0,7.9e-06,200000.0,197748.77772505692,0,2251.222274943135,250.00000000000017,208.51577837184124,81929944118291.97,121726915656483.44,-0.625,427867859929.4248,392919637823.22626,486907662625.9341,486907662625.9334,40833406.5600834,40.982434722646644,3389925605892.4844,250.0000000000001,359.01756271614033,1,54351503.0679061,54351503.0679061,-2.9802322387695312e-08,42.0934820069524,29.71715084384428,0.07918707847589597,81922876432818.52,61442156.899206735,7.5e-07,20791883110.461964,0.0002864904758558123,4
600.0,200.0,7.333333333333334,42.23696789826278,2.0,40.0,20.0,166.66666666666666,9.0,40.0,15.25,200.0,5.0,30.0,4.0,27500.0,0.25,75.0,1.975e-06,210000.0,0.32,450.0,7.850000000000001e-06,119999.99999999996,116457.9692360638,0,3542.0307639362027,99.99999999999993,284.443261205985,120894679954502.56,12899103178976.29,0.171875,383115506949.82495,425022127231.74475,128991031789.7628,128991031789.76299,44169595.12238314,219.2504904455914,61710623335149.97,100.00000000000001,380.7495204558808,1,527706459.75290227,527706459.75290227,1.6763806343078613e-08,-4.643828342483175,125.64099878271979,0.22843817960494509,120883991282514.47,30220997.605751615,2.5e-07,19042641974.820065,0.00019654540352379666,5
200.0,100.0,17.88888888888889,300.0,6.0,20.0,13.666666666666668,188.88888888888889,5.0,20.0,,,,,8.0,35000.0,0.25,120.0,2.325e-06,200000.0,0.31,550.0,7.75e-06,19999.99999419743,18071.054378311685,0,1928.9456158857497,49.99999999224451,102.6955799028576,3978933787211.617,676479792285.5254,-1381.14453125,40891603724.05805,38744937133.37413,13529595843.611935,13529595847.80908,4001764.0564757856,72.08590440725519,2483857250213.301,49.999999986833586,127.91409559750876,1,69888872.43571866,69888872.43571866,-0.027001070324331522,-7.755297824609443,41.728351897966675,0.24097219560348837,3973266031321.0347,397326.60313210345,1e-07,1441645992.8456774,0.0006889622282702485,6
800.0,1000.0,15.77777777777778,166.66666666666666,8.0,20.0,15.77777777777778,188.88888888888889,2.0,20.0,15.25,250.0,10.0,40.0,4.0,50000.0,0.25,60.0,1.975e-06,205000.0,0.31,500.0,7.8e-06,800000.0,793288.8889387089,0,6711.111061291049,500.0000000000005,401.3429212862991,2199269328923056.0,3522023926932162.0,-12.0,5516694538622.455,5479776052544.854,7044047853864.331,7044047853864.316,280144674.38037217,114.26927438534273,182330183042700.5,499.9999999999997,685.7307739978746,1,1078080094.3866436,1078080094.3866436,1.564621925354004e-07,-28.69880928407656,54.50263142599008,0.0705891038860987,2199244147358480.0,659773244.3177719,3e-07,284258712761.83954,0.00013423914026987715,7
700.0,100.0,7.333333333333334,42.23696789826278,10.0,50.0,13.666666666666668,144.44444444444446,1.0,50.0,20.0,250.0,1.0,20.0,20.0,50000.0,0.15,120.0,2.5e-06,195000.0,0.31,450.0,7.7e-06,69999.99999978622,68973.41116629422,0,1026.5888334919962,50.00000000044793,352.8487528042131,149555008533305.06,2963551616251.7793,479.5859375,430806484900.6831,423850183243.4969,59271032325.566574,59271032324.50459,30644104.44020131,116.54457269315938,15913339997755.0,50.00000000213987,583.4554274595273,1,117148944.7353807,117148944.7353807,-0.0014440747909247875,-0.001991926517803222,41.504997822882494,0.06453225886863195,149552518076798.47,112164388.62516451,7.5e-07,23732890221.929947,0.00016828142356150702,8
1000.0,900.0,5.222222222222222,21.419068431419294,2.0,50.0,17.88888888888889,100.0,4.0,30.0,5.75,25.967226777328133,7.0,10.0,32.0,20000.0,0.2,60.0,2.15e-06,205000.0,0.28,600.0,7.8e-06,900000.0,899193.620731408,0,806.3792685919037,450.00000000000034,498.2901649864962,1520736402015895.0,1237006675867294.0,-2.0,3031107416849.7485,3051909326882.073,2748903724149.5444,2748903724149.54,390059801.9059288,105.24475327606383,82938058037549.5,450.00000000000017,894.7552471534937,1,339858381.8335172,339858381.8335172,-1.0058283805847168e-07,5.213968859910892,12.552700137696668,0.013061367850850457,1520735580821765.8,456220674.12240165,3e-07,162565549471.8339,0.0001084297360808138,9
