d,b,dia_top,area_top,n_top,c_top,dia_bot,area_bot,n_bot,c_bot,dia_side,area_side,n_side,c_side,n_circle,elastic_modulus_concrete,poisson_ratio_concrete,yield_strength_concrete,density_concrete,elastic_modulus_steel,poisson_ratio_steel,yield_strength_steel,density_steel,A_total,A_concrete,A_reinf_meshed,A_reinf_lumped,cx,cy,Ixx,Iyy,Ixy,Zxx_plus,Zxx_minus,Zyy_plus,Zyy_minus,M_cr,d_nc,I_cracked,cx_cracked,cy_cracked,is_cracked,M_ult,Mx_ult,My_ult,N_ult,d_n_ult,k_u,EI_initial,M_yield,kappa_yield,M_u_curve,kappa_u,row_id
1000.0,100.0,5.222222222222222,21.41906843141929,8.0,30.0,15.77777777777778,277.77777777777777,6.0,50.0,5.75,25.967226777328133,3.0,20.0,12.0,27500.0,0.225,105.0,1.8e-06,205000.0,0.3,450.0,7.8e-06,99999.99998324033,98596.40953810484,0,1403.5904451354795,49.99999999839682,476.690729544782,272488089649346.62,2379543614320.255,2148.421875,520701820191.93695,571624478431.8763,47590872284.879166,47590872287.93103,70288894.64530526,314.0792160413547,119906666211764.31,49.99999999580202,685.920556426852,1,473523076.42444587,473523076.42444587,0.0105541278026066,-4.390248445191901,68.54057252305,0.0727521114053443,272484623221097.03,54496924.71412706,2e-07,24163375952.38868,0.0001075844184321,0
500.0,800.0,1.0,0.7853981633974483,9.0,20.0,3.111111111111111,7.601878519797524,1.0,50.0,15.25,200.0,7.0,30.0,16.0,27500.0,0.175,90.0,2.15e-06,190000.0,0.28,500.0,7.8e-06,400000.0,397185.3295554446,0,2814.670444555559,399.9999999999995,250.61825749453945,234596323979493.12,646487868602718.0,1.0,940711704163.172,936070365841.5812,1616219671506.793,1616219671506.797,106564118.62487309,85.2571152451341,22681153119819.938,399.99999999999966,414.74288582433417,1,312908689.6629128,312908689.6629128,-4.246830940246582e-07,21.83854435745161,27.30627986211671,0.060891109700908,234587855908117.3,58646963.98765471,2.5e-07,49854484441.8296,0.0002178404262649,1
800.0,900.0,3.111111111111111,7.601878519797524,4.0,30.0,7.333333333333334,42.23696789826278,8.0,10.0,,,,,8.0,42500.0,0.2,75.0,2.15e-06,200000.0,0.29,550.0,7.8e-06,720000.0,719631.6967778017,0,368.3032221984639,450.0000000000003,399.3869281602184,1640581852033588.0,2070308385532316.8,5.0,4095178034254.736,4107750495468.0215,4600685301182.93,4600685301182.924,276222911.2681245,50.928613166126624,38234393964119.25,450.0000000000003,749.0712511082065,1,146291295.7282843,146291295.7282843,-1.3597309589385986e-07,20.905970842944956,4.204795423671334,0.0053473447530101,1640581621025706.5,492174486.3453028,3e-07,210927156556.68948,0.0001293806938062,2
200.0,600.0,20.0,188.88888888888889,10.0,10.0,5.222222222222222,21.41906843141929,8.0,20.0,,,,,8.0,42500.0,0.175,60.0,2.325e-06,205000.0,0.32,400.0,7.850000000000001e-06,120000.0,117939.75857790868,0,2060.2414220913083,300.0000000000001,104.121719734611,19043537125869.57,163726908130476.94,-0.1875,198622014007.31717,182896874680.98288,545756360434.92334,545756360434.9229,11000360.536716916,20.6245041549325,943071750472.0624,300.00000000000006,179.3757119972433,1,15988961.246759605,15988961.246759605,-2.193264663219452e-07,0.9908049851219404,15.60208470014016,0.0879541261579731,19037657022951.63,4759414.177335528,2.5e-07,10217979725.259035,0.0006176886890884,3
1000.0,400.0,20.0,144.44444444444446,4.0,30.0,7.333333333333334,42.23696789826278,8.0,40.0,,,,,8.0,42500.0,0.2,75.0,1.975e-06,190000.0,0.29,400.0,7.7e-06,400000.0,399084.3264988671,0,915.6735011328216,199.9999999999999,500.9605302093734,1445063633961333.0,228401899194216.0,3.5,2895690063488.5923,2884585804309.528,1142009495971.079,1142009495971.0806,193972026.67205796,78.96836479644199,52340470678477.25,200.0,921.0316352247468,1,135718209.07762626,135718209.07762626,-4.656612873077393e-10,10.896746870916104,17.10519069115755,0.0178862224043026,1445062156169478.2,361265539.0670578,2.5e-07,153187826486.76025,0.0001086419136899,4
400.0,600.0,11.555555555555555,104.87489549761482,2.0,50.0,3.111111111111111,7.601878519797524,7.0,40.0,,,,,28.0,35000.0,0.15,105.0,2.325e-06,210000.0,0.31,550.0,7.7e-06,240000.0,239737.0370518544,0,262.9629481456625,300.0,200.4520910300888,112995858790274.31,254466080647255.25,-0.375,566259297697.3384,563705063936.2654,848220268824.1842,848220268824.1842,54461861.48866904,22.31794989725096,1390038776390.7031,300.00000000000006,377.682050613644,1,16722786.595457371,16722786.595457371,-2.8870999813079837e-08,22.5775958864906,3.216770288104167,0.0089742506473957,112995484386109.62,22599096.881040286,2e-07,35314951624.96984,0.0003156845993503,5
800.0,600.0,1.0,0.7853981633974483,1.0,50.0,3.111111111111111,7.601878519797524,7.0,30.0,,,,,28.0,27500.0,0.175,75.0,1.975e-06,195000.0,0.32,500.0,7.75e-06,480000.0,479946.0014466837,0,53.998553316382,300.00000000000017,399.7548617466326,705225260048509.8,396285475181831.25,-2.25,1761983326333.5747,1764144298251.1775,1320951583939.4382,1320951583939.4368,183335253.38723895,30.472495208536856,5806799793369.4375,300.0,769.5275935269788,1,20448987.816906184,20448987.816906184,-7.799826562404633e-09,-16.08289819148922,0.8400720985585084,0.0010932112328637,705225253794140.0,0.0,0.0,95512767338.86014,0.0001356962265854,6
500.0,200.0,5.222222222222222,21.41906843141929,10.0,50.0,9.444444444444445,70.05557692032795,3.0,10.0,,,,,4.0,50000.0,0.175,75.0,2.15e-06,195000.0,0.31,600.0,7.9e-06,100000.0,99575.64257176672,0,424.3574282332281,100.00000000000004,249.79463494919895,107063669513135.94,16843045950252.188,-0.078125,427903172625.4072,428606761449.8991,168430459502.5219,168430459502.52182,24498166.680859704,58.798032439982194,8133163106549.203,100.00000000000011,441.2019403717906,1,65260828.88705516,65260828.88705516,6.05359673500061e-09,1.9486900630727175,23.781034763757766,0.049004994339052,107063369840403.22,21412673.969120067,2e-07,21972752995.37347,0.000212447688906,7
600.0,900.0,20.0,144.44444444444446,9.0,30.0,11.555555555555555,104.87489549761482,10.0,50.0,15.25,200.0,10.0,40.0,16.0,20000.0,0.175,120.0,1.975e-06,195000.0,0.28,450.0,7.9e-06,540000.0,533651.250922931,0,6348.749077069339,450.0,301.6665107012792,362485574724279.0,869733306251302.5,-2.0,1215034810796.3262,1201610261217.3115,1932740680558.4497,1932740680558.4504,217189184.98147088,140.71520904803384,83713368114189.75,450.0000000000005,459.2847617156394,1,755252101.41661,755252101.41661,-3.7997961044311523e-07,-55.047547333015245,31.95491583160781,0.0587166685364452,362468540233140.7,108740561.9905427,3e-07,61897497128.411896,0.0001921913182482,8
500.0,400.0,9.444444444444445,70.05557692032795,7.0,10.0,11.555555555555555,104.87489549761482,10.0,50.0,1.0,0.7853981633974483,10.0,40.0,16.0,50000.0,0.225,120.0,1.975e-06,205000.0,0.31,600.0,7.9e-06,200000.0,198445.15405615853,0,1554.8459438415157,200.00000000000017,248.66824636880548,218688182666560.0,135786751868244.8,-0.875,870117601564.4412,879437507039.876,678933759341.2246,678933759341.2235,63582784.38888399,85.05342271504236,32322323240456.56,199.99999999999983,414.94671167391766,1,276388035.5507832,276388035.5507832,-2.7925125323235992e-08,12.773105991205457,17.971762797606473,0.0404566946431485,218685827896828.1,54671456.92647233,2.5e-07,43807767134.23217,0.0002127726622603,9
200.0,1000.0,17.88888888888889,122.22222222222224,8.0,40.0,1.0,0.7853981633974483,3.0,50.0,10.5,100.0,1.0,30.0,24.0,42500.0,0.2,120.0,2.15e-06,195000.0,0.31,450.0,7.9e-06,200000.0,198819.86607862636,0,1180.133921373574,499.9999999999997,100.87775485496336,28717921096494.957,728559979238797.0,0.75,289722262187.2074,284680414802.8874,1457119958477.5933,1457119958477.5947,24214372.708830487,20.155000370361886,527684469508.8125,500.00000000000006,179.84502137519743,1,29162909.586085904,29162909.586085904,-1.4528632164001465e-07,42.9663418917844,6.200594796163672,0.0414755504760111,28715756342202.57,0.0,0.0,27558514722.847942,0.0009756266890837,10
400.0,800.0,9.444444444444445,100.0,8.0,30.0,20.0,122.22222222222224,4.0,40.0,1.0,0.7853981633974483,3.0,20.0,12.0,20000.0,0.2,120.0,2.5e-06,200000.0,0.32,550.0,7.7e-06,320000.0,318706.3987306176,0,1293.6012693820453,400.0,201.59908370079847,91235548122988.77,356841819491473.5,0.1875,459854469549.9268,452559339299.3551,892104548728.6837,892104548728.6837,81799396.38548404,56.63227934224364,9476400912222.14,400.00000000000017,343.3677238966509,1,106604984.34820768,106604984.34820768,6.574555300176145e-08,25.779407876205937,10.38348724406983,0.029667106411628,91233323718588.98,27369997.136789605,3e-07,25714498770.07684,0.0003023459094268,11
300.0,900.0,7.333333333333334,42.23696789826278,4.0,30.0,1.0,0.7853981633974483,5.0,10.0,15.25,300.0,5.0,10.0,4.0,50000.0,0.2,120.0,2.5e-06,195000.0,0.29,400.0,7.7e-06,270000.0,266827.12507202534,0,3172.874927974594,449.9999999999997,149.83751409201815,103242634728555.23,995228838558047.6,1.75,687539461698.985,689030616626.167,2211619641240.104,2211619641240.107,49816484.72299565,53.008760388460736,11323685976088.562,449.9999999999998,246.9912410797612,1,187336834.32954305,187336834.32954305,8.121132850646973e-07,37.654834158718586,16.464088946100503,0.0568707735616597,103228558080081.1,30968567.428561013,3e-07,36110427188.07578,0.0003583658164048,12
