d,b,dia_top,area_top,n_top,c_top,dia_bot,area_bot,n_bot,c_bot,dia_side,area_side,n_side,c_side,n_circle,elastic_modulus_concrete,poisson_ratio_concrete,yield_strength_concrete,density_concrete,elastic_modulus_steel,poisson_ratio_steel,yield_strength_steel,density_steel,A_total,A_concrete,A_reinf_meshed,A_reinf_lumped,cx,cy,Ixx,Iyy,Ixy,Zxx_plus,Zxx_minus,Zyy_plus,Zyy_minus,M_cr,d_nc,I_cracked,cx_cracked,cy_cracked,is_cracked,M_ult,Mx_ult,My_ult,N_ult,d_n_ult,k_u,EI_initial,M_yield,kappa_yield,M_u_curve,kappa_u,row_id
800.0,1000.0,17.88888888888889,100.0,4.0,30.0,7.333333333333334,42.23696789826278,6.0,30.0,,,,,4.0,27500.0,0.25,105.0,1.8e-06,195000.0,0.32,500.0,7.7e-06,800000.0,799346.5781865637,0,653.4218134361354,500.00000000000006,400.3908078544733,1187761368765085.5,1845554243803736.0,3.5,2972307424631.352,2966505088190.714,3691108487607.4727,3691108487607.472,364771579.0279066,50.18977240577018,26512311414064.25,499.99999999999966,749.8102397887787,1,104258640.26502764,104258640.26502764,9.872019290924072e-08,1.830261929968401,4.359256062111191,0.0056884594111933,1187760581877545.5,356328174.58054495,3e-07,159958322127.14093,0.0001365026607103,0
600.0,300.0,17.88888888888889,277.77777777777777,2.0,40.0,1.0,0.7853981633974483,6.0,20.0,,,,,20.0,35000.0,0.225,75.0,2.5e-06,195000.0,0.31,550.0,7.9e-06,180000.0,179439.7320803473,0,560.2679196526499,150.0000000000002,303.4595533020277,194586959611317.6,48165618970136.59,-0.5,656190282904.3259,641228649729.3062,321104126467.5777,321104126467.57684,52358771.1711403,24.5186444079647,401647808440.3281,149.99999999999991,575.4813580114458,1,13828460.416625476,13828460.416625476,2.342858351767063e-09,8.173846041913805,19.18770675029008,0.0331107968080933,194584564640644.75,38916912.950234205,2e-07,33726040930.780174,0.0001792119603094,1
1000.0,400.0,20.0,300.0,1.0,10.0,15.77777777777778,300.0,5.0,10.0,,,,,8.0,42500.0,0.2,120.0,2.325e-06,200000.0,0.32,600.0,7.75e-06,400000.0,398199.9999533381,0,1800.0000466618517,200.00000000000009,494.72220617062777,1481990251461264.5,230590982076814.75,0.0,2933020745340.175,2995600830074.993,1152954910384.074,1152954910384.0735,254800088.8524143,167.16659468239936,226743356361289.72,200.00000000000009,832.8333934040028,1,873380314.7749947,873380314.7749947,3.725290298461914e-09,-19.517316410434432,25.68274074269421,0.0261505449317298,1481981656181706.0,815089911.3104224,5.5e-07,145286021054.96353,0.0001034865748714,2
100.0,300.0,20.0,233.3333333333333,3.0,40.0,3.111111111111111,7.601878519797524,4.0,50.0,,,,,16.0,27500.0,0.225,75.0,1.975e-06,195000.0,0.3,500.0,7.7e-06,30000.0,29284.7962118618,0,715.2037881382003,150.00000000000006,50.00419288499219,689585648884.3804,6973988444815.469,-0.00390625,13792869616.007853,13790556533.337154,46493256298.769806,46493256298.769775,1433156.6748234527,27.537848598381068,130031791966.58057,150.0,72.46230901840332,1,14325174.375762587,14325174.375762587,-8.440110832452774e-09,8.087395899943203,22.26705305551536,0.4448749575842456,,,,,,3
600.0,300.0,7.333333333333334,42.23696789826278,4.0,20.0,1.0,0.7853981633974483,4.0,20.0,15.25,250.0,7.0,30.0,20.0,50000.0,0.175,60.0,2.325e-06,190000.0,0.29,450.0,7.8e-06,180000.0,176327.91062358482,0,3672.089376415136,150.0000000000004,300.5925174634579,281309812726671.5,73878940379616.84,-1.125,939555051675.5646,935851015522.5984,492526269197.44696,492526269197.44434,47843867.24898426,124.57068850238018,43695356858378.25,149.99999999999994,475.42931150120734,1,393526438.8537162,393526438.8537162,5.494803190231323e-08,-10.41723044655373,96.92748076028532,0.1672605362558849,281296475099809.8,70324118.76649648,2.5e-07,47820100947.771935,0.0001790164327518,4
100.0,500.0,11.555555555555555,104.87489549761482,7.0,30.0,17.88888888888889,100.0,9.0,50.0,,,,,20.0,50000.0,0.15,120.0,1.975e-06,210000.0,0.28,600.0,7.8e-06,50000.0000007002,48498.54045857122,0,1501.4595421289705,250.00000000000009,50.99053097937551,2115242580752.4363,56381855921636.63,-0.02734375,43159875489.82189,41483046756.42628,225527423686.5465,225527423686.54645,2999198.461054777,21.08187860296169,181110870033.89743,250.00000000000009,78.91812014814548,1,25413919.88566554,25413919.88566554,5.587935447692871e-09,-36.65802061621071,19.62244586563832,0.4779486144051457,,,,,,5
200.0,100.0,20.0,277.77777777777777,9.0,50.0,1.0,0.7853981633974483,1.0,30.0,1.0,0.7853981633974483,3.0,50.0,4.0,20000.0,0.2,75.0,2.15e-06,210000.0,0.31,550.0,7.7e-06,20000.0962519739,19270.416169189262,0,729.6800827846236,50.000000000000064,110.1740825184199,1500298603972.2783,346160132695.20386,-0.0068359375,16702290898.169037,13617527549.8341,6923202653.904086,6923202653.904068,1945865.5911569807,46.41319780441195,104049260210.8711,50.00000000000001,153.5868023713148,1,9324819.683346806,9324819.683346806,-3.0320279620354995e-10,4.9760841732894505,40.76840189118602,0.2405215450807435,1498592755814.701,374648.1971740011,2.5e-07,958993718.3973486,0.0007201122456889,6
300.0,500.0,1.0,0.7853981633974483,2.0,20.0,15.77777777777778,255.5555555555556,5.0,40.0,5.75,25.967226777328133,10.0,40.0,24.0,50000.0,0.225,105.0,1.8e-06,195000.0,0.31,500.0,7.75e-06,150000.0,148201.30691114554,0,1798.693088854404,249.9999999999991,147.69893048798804,58438034512231.91,163278757198813.44,2.0,383700749439.7333,395656450044.3997,653115028795.2513,653115028795.2561,26758196.281339496,65.55001446075711,11901006092600.39,249.99999999999983,234.4499870769168,1,186804419.8544074,186804419.8544074,2.2351741790771484e-08,-19.869983726946884,23.88499062992035,0.0947399364319185,58432758233087.336,14608189.495768262,2.5e-07,21602316996.03942,0.0003879625416944,7
700.0,100.0,17.88888888888889,166.66666666666666,10.0,10.0,1.0,0.7853981633974483,9.0,30.0,1.0,0.7853981633974483,10.0,30.0,28.0,50000.0,0.2,60.0,1.975e-06,210000.0,0.28,450.0,7.75e-06,69999.99999804817,69490.16090606412,0,509.8390919840976,49.999999999802846,357.1064664923108,151465067735678.2,2925315777960.748,-206.65625,441726229673.21625,424145407456.34894,58506315558.98427,58506315559.445656,21683746.912724145,24.88619729004748,1077083570083.1094,49.99999999662171,675.1135596110075,1,5162401.769204359,5162401.769204359,0.0044513109996842,12.878171004541969,16.07344127577859,0.0240081273723354,151464412372425.53,37866103.13128492,2.5e-07,21126073854.81328,0.0001501813521546,8
1000.0,200.0,3.111111111111111,7.601878519797524,7.0,40.0,3.111111111111111,7.601878519797524,2.0,30.0,,,,,24.0,50000.0,0.175,105.0,1.975e-06,210000.0,0.28,550.0,7.75e-06,200000.0,199931.5830944292,0,68.41690557080945,100.00000000000004,500.27606832296135,835655807784513.5,33357661186983.062,-0.0625,1672234917747.707,1670389332405.6477,333576611869.83075,333576611869.8305,112968221.84435564,25.271806303364837,2896996288206.5,99.99999999999996,974.7282049048129,1,9268631.993009694,9268631.993009694,6.984919309616089e-10,-7.520569945955685,2.5098960317955346,0.0025916778665541,835655799065389.1,83565579.9065389,1e-07,88899382147.31976,0.0001067514678688,9
