d,b,dia_top,area_top,n_top,c_top,dia_bot,area_bot,n_bot,c_bot,dia_side,area_side,n_side,c_side,n_circle,elastic_modulus_concrete,poisson_ratio_concrete,yield_strength_concrete,density_concrete,elastic_modulus_steel,poisson_ratio_steel,yield_strength_steel,density_steel,A_total,A_concrete,A_reinf_meshed,A_reinf_lumped,cx,cy,Ixx,Iyy,Ixy,Zxx_plus,Zxx_minus,Zyy_plus,Zyy_minus,M_cr,d_nc,I_cracked,cx_cracked,cy_cracked,is_cracked,M_ult,Mx_ult,My_ult,N_ult,d_n_ult,k_u,EI_initial,M_yield,kappa_yield,M_u_curve,kappa_u,row_id
200.0,100.0,9.444444444444445,70.05557692032795,4.0,20.0,3.111111111111111,7.601878519797524,2.0,50.0,,,,,16.0,27500.0,0.25,120.0,1.8e-06,210000.0,0.29,600.0,7.850000000000001e-06,20000.000000186126,19704.57805737943,0,295.4219428066979,49.99999999999833,106.15214007327214,2107073204092.587,476780759350.17114,0.044921875,22452011220.476353,19849559346.030777,9535615187.003105,9535615187.003742,2609292.338486052,21.164366192217983,61474765420.73047,49.99999999999137,178.8357259192211,1,3430969.035737867,3430969.035737867,2.9568373065558262e-06,14.061572125194289,14.825392043468186,0.09987165297854973,2106743175384.8281,632022.9600461825,3e-07,1191702037.6735508,0.0006590594369004022,0
1000.0,500.0,1.0,0.7853981633974483,7.0,30.0,9.444444444444445,70.05557692032795,4.0,30.0,,,,,24.0,35000.0,0.25,90.0,1.8e-06,205000.0,0.32,400.0,7.850000000000001e-06,500000.0,499714.27989687666,0,285.7201031234281,250.00000000000014,498.76195054465273,1468825512512877.0,365830140677748.5,-2.25,2930395076967.7695,2944942995168.1475,1463320562710.9949,1463320562710.9932,263417147.70424837,76.36113704778982,47991586779046.5,250.00000000000043,923.6388554046766,1,108083062.13895547,108083062.13895547,6.51925802230835e-09,0.00234062789240852,3.558147535052997,0.0036861384537999926,1468825192409475.8,367206298.0263282,2.5e-07,155194540504.92,0.00010654092629150881,1
500.0,1000.0,11.555555555555555,104.87489549761482,4.0,10.0,1.0,0.7853981633974483,5.0,10.0,5.75,25.967226777328133,7.0,30.0,32.0,35000.0,0.175,90.0,2.15e-06,195000.0,0.3,400.0,7.9e-06,500000.0,499213.0322942168,0,786.9677057830337,500.0000000000014,250.8746781051159,369105009719084.4,1479131379869565.0,-9.5,1481603744298.7207,1471272479578.1511,2958262759739.138,2958262759739.1216,131601324.94996059,29.517305130376133,4998895094402.0625,500.00000000000017,470.4826948782867,1,39474961.36772827,39474961.36772827,-1.0058283805847168e-07,28.94706678588227,4.9006080894857265,0.010011456771165937,369104180640118.44,110731254.13036752,3e-07,76007894103.73903,0.00020889815541700127,2
900.0,400.0,5.222222222222222,21.419068431419294,7.0,30.0,17.88888888888889,166.66666666666666,6.0,10.0,,,,,20.0,20000.0,0.175,120.0,2.15e-06,195000.0,0.31,550.0,7.850000000000001e-06,360000.0,358850.06651621807,0,1149.933483781988,200.00000000000023,441.2875224496167,522528190138874.0,99006233896163.94,-1.0,1139119199306.0215,1184099172435.887,495031169480.82025,495031169480.81915,214024082.93189046,181.9406764210613,111956709896012.88,199.99999999999994,718.0595619440546,1,481871113.85632735,481871113.85632735,2.7939677238464355e-08,-9.618169821071206,18.104139167286892,0.02054823790800589,522525554682065.44,104505110.74296385,2e-07,56092498205.32148,0.0001158694424901854,3
300.0,400.0,17.88888888888889,277.77777777777777,5.0,50.0,13.666666666666668,146.6949236301234,7.0,30.0,,,,,8.0,20000.0,0.15,75.0,1.975e-06,205000.0,0.32,400.0,7.850000000000001e-06,120000.0,117584.24659827209,0,2415.753401727929,199.99999999999991,150.66667172419642,22569872682372.1,36811904031467.516,-0.046875,151137545402.37546,149800034898.8095,184059520157.3375,184059520157.33765,21405554.892177146,86.6555766344722,8499277442400.898,199.9999999999999,213.3445269717406,1,118731223.03190897,118731223.03190897,2.7939677238464355e-08,-28.077638714079512,39.22849615951582,0.14906331656791225,22561121540585.92,14664729.011819651,6.5e-07,7828039503.203085,0.0004416225738161651,4
800.0,900.0,9.444444444444445,70.05557692032795,1.0,10.0,17.88888888888889,188.88888888888889,6.0,10.0,,,,,4.0,35000.0,0.25,75.0,2.5e-06,190000.0,0.3,600.0,7.9e-06,720000.0,718796.6110458077,0,1203.3889541925016,450.00000000000017,397.52801228361733,1370966770819091.0,1716234873145229.0,-6.0,3406365691679.3804,3448729972369.7744,3813855273656.066,3813855273656.063,281601989.44727427,96.45458364041984,110420260801585.75,450.0,703.5454167320498,1,526859030.43700045,526859030.43700045,3.725290298461914e-08,25.196668783042696,14.16488580437226,0.018135567568278648,1370963460502123.2,274192691.9121588,2e-07,174065468523.69498,0.00012990058666873894,5
600.0,300.0,17.88888888888889,277.77777777777777,1.0,50.0,11.555555555555555,104.87489549761482,1.0,10.0,10.5,86.59014751456867,3.0,10.0,16.0,50000.0,0.15,60.0,2.325e-06,190000.0,0.32,450.0,7.75e-06,180000.0,179097.80645065277,0,902.1935493472079,150.00000000000006,300.3979062017188,274315961615939.5,68822186722191.59,-0.3125,915600949707.0919,913175344943.0999,458814578147.94415,458814578147.9438,46684610.32134028,68.24259943730256,14369565231818.125,150.00000000000006,531.7573942996097,1,104415516.77818395,104415516.77818395,-2.9802322387695312e-08,2.305193755259097,31.59932604274981,0.05408785363089235,274313948444065.94,68578487.1164637,2.5e-07,47316543820.60217,0.00017600842424048705,6
900.0,300.0,9.444444444444445,70.05557692032795,10.0,40.0,7.333333333333334,42.23696789826278,4.0,30.0,,,,,32.0,20000.0,0.175,75.0,1.8e-06,200000.0,0.28,600.0,7.9e-06,270000.0,269130.49637567485,0,869.5036243249573,150.00000000000014,456.918836633555,390217930880390.25,41298849970671.64,-0.5625,880691762916.7303,854020232029.3959,275325666471.14453,275325666471.144,122034530.68675072,84.47164029881652,22061370881554.875,149.99999999999977,815.528365950459,1,97016598.99286485,97016598.99286485,-1.0244548320770264e-08,-13.279496589544578,25.693890638212466,0.029658203895403138,390217035827403.9,117065110.82511039,3e-07,43672062170.136566,0.00012018283023594681,7
400.0,100.0,3.111111111111111,7.601878519797524,4.0,10.0,1.0,0.7853981633974483,2.0,50.0,,,,,12.0,50000.0,0.25,105.0,1.975e-06,205000.0,0.31,450.0,7.7e-06,39999.99999992421,39968.02270546811,0,31.97729445610683,50.000000000000114,200.42484414319208,26839116473210.547,1670539561047.4414,-0.05078125,134481250223.68614,133911125579.00024,33410791220.948906,33410791220.948753,9056392.691426842,7.3793674611612365,38448377982.538086,50.000000000005386,392.62084360335876,1,393422.26609836693,393422.26609836693,-5.139422967204155e-07,3.58437775201196,1.9204757586402552,0.005494923486810459,26839112673685.406,5367822.535588883,2e-07,7059124930.942307,0.0002651711682983729,8
700.0,600.0,13.666666666666668,233.3333333333333,8.0,10.0,3.111111111111111,7.601878519797524,7.0,30.0,1.0,0.7853981633974483,3.0,20.0,32.0,27500.0,0.225,75.0,2.15e-06,205000.0,0.29,400.0,7.850000000000001e-06,420000.0,418075.4077672687,0,1924.5922327311716,300.00000000000006,359.0305283532859,508412066395441.5,357493016390414.9,1.25,1491077966423.3938,1416069181435.079,1191643387968.0498,1191643387968.0493,147162226.1566817,24.28578362375511,4744797331354.25,299.99999999999994,675.7140997538887,1,18955462.954502653,18955462.954502653,1.8304854165762663e-07,1.1659779921479867,12.717274659926842,0.0190251781827224,508404955425585.06,101680990.7629544,2e-07,69940020884.40906,0.00014961466397814404,9
