d,b,dia_top,area_top,n_top,c_top,dia_bot,area_bot,n_bot,c_bot,dia_side,area_side,n_side,c_side,n_circle,elastic_modulus_concrete,poisson_ratio_concrete,yield_strength_concrete,density_concrete,elastic_modulus_steel,poisson_ratio_steel,yield_strength_steel,density_steel,A_total,A_concrete,A_reinf_meshed,A_reinf_lumped,cx,cy,Ixx,Iyy,Ixy,Zxx_plus,Zxx_minus,Zyy_plus,Zyy_minus,M_cr,d_nc,I_cracked,cx_cracked,cy_cracked,is_cracked,M_ult,Mx_ult,My_ult,N_ult,d_n_ult,k_u,EI_initial,M_yield,kappa_yield,M_u_curve,kappa_u,row_id
500.0,600.0,20.0,122.22222222222224,10.0,50.0,3.111111111111111,7.601878519797524,4.0,30.0,10.5,86.59014751456867,5.0,50.0,4.0,20000.0,0.25,120.0,2.15e-06,190000.0,0.3,550.0,7.9e-06,300000.0,297881.46874660614,0,2118.5312533938545,299.9999999999998,255.7003405657218,133937879310775.19,193873987333492.62,0.5625,548252419266.2959,523807981696.2527,646246624444.975,646246624444.976,94677477.63417596,72.25556949354501,10037774427130.906,299.99999999999994,427.74450122154803,1,162246638.23580995,162246638.23580995,4.414469003677368e-07,0.9467773800133727,22.6725855094079,0.048399731886402,133934483898907.78,33483620.847834393,2.5e-07,28576223925.132736,0.00022921188542031302,0
500.0,600.0,5.222222222222222,21.419068431419294,7.0,20.0,1.0,0.7853981633974483,5.0,30.0,,,,,12.0,27500.0,0.15,60.0,1.975e-06,205000.0,0.31,550.0,7.75e-06,300000.0,299846.13951787475,0,153.86048212513538,299.99999999999966,250.71261611274878,173280479653781.44,248435465863732.88,1.625,695103285821.1288,691151814936.4088,828118219545.7753,828118219545.7772,64243667.25479381,9.651506476470123,180392076913.08594,300.0000000000001,490.3483703053685,1,2757664.4685774115,2757664.4685774115,-4.637695383280516e-08,12.317735174935194,3.293716007653581,0.007015369558367585,173280427273066.53,43320106.79762181,2.5e-07,37753332313.82617,0.00021982330233010113,1
100.0,800.0,15.77777777777778,166.66666666666666,9.0,20.0,5.222222222222222,21.419068431419294,4.0,30.0,15.25,200.0,1.0,40.0,16.0,20000.0,0.175,75.0,2.5e-06,205000.0,0.31,550.0,7.75e-06,80000.0,78014.3237544258,0,1985.6762455741937,400.00000000000034,53.06754733704133,1460581300013.998,109986819919821.94,-0.0625,31120924161.00722,27523060199.816456,274967049799.55505,274967049799.5546,3932885.4382833615,23.09642437864096,162029196292.92676,400.0000000000001,76.90357824857412,1,21541678.387930583,21541678.387930583,-1.4901161193847656e-07,-60.405641159333754,18.024439883768395,0.267469018283849,,,,,,2
200.0,300.0,20.0,188.88888888888889,10.0,50.0,9.444444444444445,70.05557692032795,1.0,30.0,15.25,250.0,7.0,20.0,32.0,42500.0,0.25,75.0,2.15e-06,210000.0,0.32,450.0,7.75e-06,60000.00000083917,55050.023759369265,0,4949.9762414699135,150.00000000000003,101.54136271693682,9505625587200.297,28499076204090.016,0.0078125,96544354558.47458,93613334830.83919,189993841360.60013,189993841360.60007,6294965.555727099,66.8448836794416,3244516587497.1094,150.00000000000006,133.15511613586534,1,100904252.13532147,100904252.13532147,1.0337680578231812e-07,22.47612437467251,64.32362297610553,0.3891849459049803,9488803489353.549,0.0,0.0,6414762191.656693,0.0007698133309195672,3
300.0,600.0,20.0,166.66666666666666,3.0,40.0,20.0,188.88888888888889,2.0,40.0,,,,,20.0,35000.0,0.15,90.0,2.325e-06,195000.0,0.31,500.0,7.850000000000001e-06,180000.0,179122.22225049985,0,877.7777495001807,300.00000000000006,150.303636725854,48655820188565.97,196113080452951.38,-0.0625,325030075042.3728,323716852422.6173,653710268176.5048,653710268176.5045,28955592.71227732,39.647754505845015,3708725404361.25,300.0,260.35236942609276,1,57500623.43630184,57500623.43630184,-3.725290298461914e-09,16.31109790861956,11.387085682992977,0.045548342731971905,48653419729471.836,4865341.972947183,1e-07,23503620264.820004,0.0004997564744019036,4
200.0,600.0,20.0,277.77777777777777,10.0,40.0,3.111111111111111,7.601878519797524,1.0,40.0,,,,,4.0,20000.0,0.225,105.0,1.975e-06,205000.0,0.29,400.0,7.75e-06,120000.0,117214.62035317418,0,2785.3796468257797,299.9999999999996,108.78547423108034,9075812505094.195,85096436005869.34,0.21875,99499640310.43265,83428532800.39485,283654786686.2308,283654786686.2315,14105653.12335121,36.38499749666789,334038727806.7656,300.00000000000006,163.61500759026288,1,43755010.85310698,43755010.85310698,-1.966353170751971e-08,22.83658168786087,24.776979485576813,0.15637644847585397,9063223820475.23,2718967.1973670684,3e-07,6851765909.749953,0.0008649049583894978,5
400.0,900.0,11.555555555555555,144.44444444444446,6.0,20.0,5.222222222222222,21.419068431419294,5.0,20.0,1.0,0.7853981633974483,3.0,40.0,12.0,27500.0,0.2,120.0,1.8e-06,210000.0,0.29,450.0,7.9e-06,360000.0,359021.52560407104,0,978.4743959288086,449.9999999999997,202.38999522905246,137364623197942.0,682078369301203.0,0.75,695129901733.2812,678712517594.9594,1515729709558.228,1515729709558.2297,89219077.42749149,25.648767972756517,2959429099574.297,450.0000000000001,374.35124439892786,1,27554674.578750722,27554674.578750722,-1.2561213225126266e-07,28.580504036741956,5.71218158421603,0.015136061899840486,137362493039998.19,41208747.8156486,3e-07,37103605513.96296,0.00028225645565899685,6
400.0,800.0,11.555555555555555,104.87489549761482,5.0,50.0,7.333333333333334,42.23696789826278,6.0,30.0,,,,,20.0,42500.0,0.25,120.0,2.325e-06,210000.0,0.29,450.0,7.75e-06,320000.0,319222.2037058278,0,777.7962941723015,399.99999999999926,200.4083593407736,184333248045931.5,733196200732191.8,2.5,923551945547.9281,919788219674.4696,1832990501830.476,1832990501830.4827,78235430.35024185,34.32619995554202,6376377607023.844,399.9999999999999,365.6735968184584,1,54149534.51665122,54149534.51665122,4.842877388000488e-08,34.40976646602576,5.108407039015741,0.013944696188400833,184332150213574.47,46083037.53376964,2.5e-07,54357481166.66262,0.00030073676447284653,7
200.0,400.0,3.111111111111111,7.601878519797524,7.0,40.0,17.88888888888889,166.66666666666666,3.0,10.0,,,,,12.0,42500.0,0.25,75.0,1.8e-06,195000.0,0.3,550.0,7.9e-06,80000.0,79446.78684770601,0,553.2131522939635,199.99999999999994,98.36233887694708,11853686172063.77,47091266872174.734,0.1171875,116626908186.2528,120510413918.61298,235456334360.8736,235456334360.87375,8103641.496106328,40.21413424609406,2303880267373.84,199.99999999999997,159.78591290946076,1,49081634.06045261,49081634.06045261,-2.9802322387695312e-08,-10.873721679919981,14.208690219485263,0.07847696345212286,11852386703908.54,3555716.022584991,3e-07,6893808625.984329,0.000614189942010882,8
300.0,100.0,7.333333333333334,42.23696789826278,10.0,10.0,3.111111111111111,7.601878519797524,10.0,40.0,,,,,8.0,20000.0,0.175,75.0,1.975e-06,195000.0,0.3,550.0,7.8e-06,30000.000002183817,29521.216569163855,0,478.78343301993874,50.00000000117669,163.17139207490624,5871562815329.793,540316167074.7395,-95.8779296875,42911806999.777084,35984021099.93868,10806323341.749104,10806323341.240477,5141907.606472257,32.74796375021112,610941521839.3594,50.00000000534968,267.25204388314813,1,8125940.106780685,8125940.106780685,-0.00226952839147998,-6.625370154809389,12.08437368377615,0.04675810970754115,5871280892395.635,1174256.1874855545,2e-07,1613279818.3177323,0.0003645865861399974,9
