Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,IFSS
3,7,43.9,230,0.26,3,3.5,0.36,0.04,120,25,51.8
3,7,45.7,230,0.26,3,3.5,0.36,0.04,120,25,45.6
3,7,48.5,230,0.26,3,3.5,0.36,0.04,120,25,60.8
3,7,48.7,230,0.26,3,3.5,0.36,0.04,120,25,56.5
3,7,53.4,230,0.26,3,3.5,0.36,0.04,120,25,56.1
3,7,53.6,230,0.26,3,3.5,0.36,0.04,120,25,51
3,7,55.2,230,0.26,3,3.5,0.36,0.04,120,25,43.1
3,7,57.7,230,0.26,3,3.5,0.36,0.04,120,25,56.5
3,7,59.5,230,0.26,3,3.5,0.36,0.04,120,25,53.6
3,7,60.1,230,0.26,3,3.5,0.36,0.04,120,25,58.6
3,7,60.5,230,0.26,3,3.5,0.36,0.04,120,25,46.3
3,7,60.9,230,0.26,3,3.5,0.36,0.04,120,25,44.9
3,7,63.1,230,0.26,3,3.5,0.36,0.04,120,25,55
3,7,63.4,230,0.26,3,3.5,0.36,0.04,120,25,46
3,7,64,230,0.26,3,3.5,0.36,0.04,120,25,46
3,7,65,230,0.26,3,3.5,0.36,0.04,120,25,52.1
3,7,67,230,0.26,3,3.5,0.36,0.04,120,25,55.7
3,7,70,230,0.26,3,3.5,0.36,0.04,120,25,56.8
3,7,73.1,230,0.26,3,3.5,0.36,0.04,120,25,46.3
3,7,75.7,230,0.26,3,3.5,0.36,0.04,120,25,49.6
3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,41.3
3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,50
3,7,76.8,230,0.26,3,3.5,0.36,0.04,120,25,58.6
3,7,78.4,230,0.26,3,3.5,0.36,0.04,120,25,46
3,7,79,230,0.26,3,3.5,0.36,0.04,120,25,54.3
3,7,79,230,0.26,3,3.5,0.36,0.04,120,25,58.3
3,7,82.4,230,0.26,3,3.5,0.36,0.04,120,25,42.7
3,7,85.1,230,0.26,3,3.5,0.36,0.04,120,25,52.1
3,7,95,230,0.26,3,3.5,0.36,0.04,120,25,49.2
3,7,95.4,230,0.26,3,3.5,0.36,0.04,120,25,44.5
5,17.5,125.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.6
5,17.5,139.4,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5,17.5,178.3,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5,17.5,232.2,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.4
5,17.5,283.1,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.7
5,17.5,335.5,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.3
5,17.5,388,75.7,0.17,4,3.259,0.36,0.01,150,25.6,25.8
5,17.5,125.9,75.7,0.17,4,2.955,0.36,0.01,150,40,22.8
5,17.5,179.8,75.7,0.17,4,2.955,0.36,0.01,150,40,21.5
5,17.5,230.7,75.7,0.17,4,2.955,0.36,0.01,150,40,20.9
5,17.5,244.2,75.7,0.17,4,2.955,0.36,0.01,150,40,20.8
5,17.5,256.2,75.7,0.17,4,2.955,0.36,0.01,150,40,20.2
5,17.5,283.1,75.7,0.17,4,2.955,0.36,0.01,150,40,20.3
5,17.5,335.5,75.7,0.17,4,2.955,0.36,0.01,150,40,19.7
5,17.5,388,75.7,0.17,4,2.955,0.36,0.01,150,40,19
5,17.5,440.4,75.7,0.17,4,2.955,0.36,0.01,150,40,18.9
5,17.5,492.8,75.7,0.17,4,2.955,0.36,0.01,150,40,18.4
5,17.5,179.8,75.7,0.17,4,2.786,0.36,0.01,150,60,18.6
5,17.5,232.2,75.7,0.17,4,2.786,0.36,0.01,150,60,17.2
5,17.5,271.2,75.7,0.17,4,2.786,0.36,0.01,150,60,16.5
5,17.5,284.6,75.7,0.17,4,2.786,0.36,0.01,150,60,16.3
5,17.5,335.5,75.7,0.17,4,2.786,0.36,0.01,150,60,15.7
5,17.5,388,75.7,0.17,4,2.786,0.36,0.01,150,60,15.2
5,17.5,440.4,75.7,0.17,4,2.786,0.36,0.01,150,60,14.8
5,17.5,492.8,75.7,0.17,4,2.786,0.36,0.01,150,60,14.4
5,17.5,127.4,75.7,0.17,4,2.185,0.36,0.01,150,80,19.8
5,17.5,179.8,75.7,0.17,4,2.185,0.36,0.01,150,80,16.2
5,17.5,190.3,75.7,0.17,4,2.185,0.36,0.01,150,80,15.5
5,17.5,230.7,75.7,0.17,4,2.185,0.36,0.01,150,80,14.3
5,17.5,283.1,75.7,0.17,4,2.185,0.36,0.01,150,80,12.9
5,17.5,335.5,75.7,0.17,4,2.185,0.36,0.01,150,80,12.2
5,17.5,388,75.7,0.17,4,2.185,0.36,0.01,150,80,11.4
5,17.5,440.4,75.7,0.17,4,2.185,0.36,0.01,150,80,10.9
5,17.5,492.8,75.7,0.17,4,2.185,0.36,0.01,150,80,10.6
5,17.5,543.7,75.7,0.17,4,2.185,0.36,0.01,150,80,10.2
5,17.5,178.3,75.7,0.17,4,1.731,0.36,0.01,150,100,13.1
5,17.5,230.7,75.7,0.17,4,1.731,0.36,0.01,150,100,11.1
5,17.5,269.7,75.7,0.17,4,1.731,0.36,0.01,150,100,10
5,17.5,283.1,75.7,0.17,4,1.731,0.36,0.01,150,100,10
5,17.5,335.5,75.7,0.17,4,1.731,0.36,0.01,150,100,8.9
5,17.5,388,75.7,0.17,4,1.731,0.36,0.01,150,100,8.3
5,17.5,440.4,75.7,0.17,4,1.731,0.36,0.01,150,100,7.9
5,17.5,491.3,75.7,0.17,4,1.731,0.36,0.01,150,100,7.5
5,17.5,543.7,75.7,0.17,4,1.731,0.36,0.01,150,100,7.2
5,17.5,596.1,75.7,0.17,4,1.731,0.36,0.01,150,100,6.9
5,17.5,115.4,75.7,0.17,4,1.731,0.36,0.01,150,120,13.2
5,17.5,127.4,75.7,0.17,4,1.731,0.36,0.01,150,120,12.6
5,17.5,179.8,75.7,0.17,4,1.731,0.36,0.01,150,120,9.2
5,17.5,232.2,75.7,0.17,4,1.731,0.36,0.01,150,120,7.8
5,17.5,284.6,75.7,0.17,4,1.731,0.36,0.01,150,120,6.7
5,17.5,337,75.7,0.17,4,1.731,0.36,0.01,150,120,5.9
5,17.5,389.5,75.7,0.17,4,1.731,0.36,0.01,150,120,5.2
5,17.5,441.9,75.7,0.17,4,1.731,0.36,0.01,150,120,5
8,7,80,233,0.2,7,3.96,0.37,0.0333,135,25,39.3
8,7,80,233,0.2,7,3.068,0.37,0.0333,135,60,29.3
8,7,80,233,0.2,7,2.51,0.37,0.0333,135,90,30.5
8,7,80,233,0.2,7,1.59,0.37,0.0333,135,120,12.2
5,17.5,114.7,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,123.1,230,0.2,4,3,0.36,0.01,150,25,20.8
5,17.5,148.3,230,0.2,4,3,0.36,0.01,150,25,21
5,17.5,165,230,0.2,4,3,0.36,0.01,150,25,20.5
5,17.5,162.2,230,0.2,4,3,0.36,0.01,150,25,21.2
5,17.5,179,230,0.2,4,3,0.36,0.01,150,25,20.4
5,17.5,184.6,230,0.2,4,3,0.36,0.01,150,25,20.9
5,17.5,193,230,0.2,4,3,0.36,0.01,150,25,20.1
5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,20.6
5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,20.7
5,17.5,215.4,230,0.2,4,3,0.36,0.01,150,25,20.4
5,17.5,226.6,230,0.2,4,3,0.36,0.01,150,25,20.6
5,17.5,235,230,0.2,4,3,0.36,0.01,150,25,20.5
5,17.5,251.7,230,0.2,4,3,0.36,0.01,150,25,19.8
5,17.5,237.8,230,0.2,4,3,0.36,0.01,150,25,19.7
5,17.5,257.3,230,0.2,4,3,0.36,0.01,150,25,19.2
5,17.5,274.1,230,0.2,4,3,0.36,0.01,150,25,19.5
5,17.5,254.5,230,0.2,4,3,0.36,0.01,150,25,19.4
5,17.5,262.9,230,0.2,4,3,0.36,0.01,150,25,19.4
5,17.5,271.3,230,0.2,4,3,0.36,0.01,150,25,19.1
5,17.5,282.5,230,0.2,4,3,0.36,0.01,150,25,18.8
5,17.5,285.3,230,0.2,4,3,0.36,0.01,150,25,18.4
5,17.5,293.7,230,0.2,4,3,0.36,0.01,150,25,17.8
5,17.5,299.3,230,0.2,4,3,0.36,0.01,150,25,17.4
5,17.5,313.3,230,0.2,4,3,0.36,0.01,150,25,16.9
5,17.5,321.7,230,0.2,4,3,0.36,0.01,150,25,16.5
5,17.5,330.1,230,0.2,4,3,0.36,0.01,150,25,16
4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,39.5
4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,40.5
4,7.2,63.3,90,0.17,4,3,0.36,0.01,150,25,40.2
4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,40.7
4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,41.3
4,7.2,91.7,90,0.17,4,3,0.36,0.01,150,25,40.3
4,7.2,93.3,90,0.17,4,3,0.36,0.01,150,25,38.9
4,7.2,106.7,90,0.17,4,3,0.36,0.01,150,25,39.4
4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,38.8
4,7.2,115,90,0.17,4,3,0.36,0.01,150,25,37.8
4,7.2,111.7,90,0.17,4,3,0.36,0.01,150,25,38.3
4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,38.3
4,7.2,128.3,90,0.17,4,3,0.36,0.01,150,25,38.3
4,7.2,158.3,90,0.17,4,3,0.36,0.01,150,25,38.3
4,7.2,128.3,90,0.17,4,3,0.36,0.01,150,25,37
4,7.2,158.3,90,0.17,4,3,0.36,0.01,150,25,35.6
4,7.2,188.3,90,0.17,4,3,0.36,0.01,150,25,34.4
4,7.2,218.3,90,0.17,4,3,0.36,0.01,150,25,32.9
4,7.2,248.3,90,0.17,4,3,0.36,0.01,150,25,31.4
4,7.2,278.3,90,0.17,4,3,0.36,0.01,150,25,30
